year,month, schiller-sp500 , schiller-cpi ,^GSPC,GC=F
2007,4,1463.64,206.69,1463.64,679.92
2007,5,1511.14,207.95,1511.14,667.59
2007,6,1514.19,208.35,1514.49,654.8
2007,7,1520.71,208.3,1520.7,665.79
2007,8,1454.62,207.92,1454.62,665.06
2007,9,1497.12,208.49,1497.12,715.37
2007,10,1539.66,208.94,1539.66,756.03
2007,11,1463.39,210.18,1463.39,805.6
2007,12,1479.22,210.04,1479.22,807.96
2008,1,1378.76,211.08,1378.76,891.36
2008,2,1354.87,211.69,1354.87,925.11
2008,3,1316.94,213.53,1316.94,962.93
2008,4,1370.47,214.82,1370.47,909.66
2008,5,1403.22,216.63,1403.22,888.2
2008,6,1341.25,218.82,1341.25,889.9
2008,7,1257.33,219.96,1257.33,939.93
2008,8,1281.47,219.09,1281.47,835.83
2008,9,1216.95,218.78,1217.02,828.96
2008,10,968.8,216.57,968.8,801.99
2008,11,883.04,212.43,883.04,754.89
2008,12,877.56,210.23,877.56,822.67
2009,1,865.58,211.14,865.58,861.56
2009,2,805.23,212.19,805.23,942.26
2009,3,757.13,212.71,757.13,925.3
2009,4,848.15,213.24,848.15,892.67
2009,5,902.41,213.86,902.41,929.71
2009,6,926.12,215.69,926.12,946.35
2009,7,935.82,215.35,935.82,935.51
2009,8,1009.73,215.83,1009.72,949.7
2009,9,1044.55,215.97,1044.55,998.71
2009,10,1067.66,216.18,1067.66,1044.31
2009,11,1088.07,216.33,1088.07,1126.25
2009,12,1110.38,215.95,1110.38,1128.98
2010,1,1123.58,216.69,1123.58,1116.83
2010,2,1089.16,216.74,1089.16,1098.19
2010,3,1152.05,217.63,1152.05,1114.36
2010,4,1197.32,218.01,1197.32,1151.45
2010,5,1125.06,218.18,1125.06,1203.96
2010,6,1083.36,217.97,1083.36,1234.66
2010,7,1079.8,218.01,1079.8,1191.75
2010,8,1087.28,218.31,1087.28,1217.45
2010,9,1122.08,218.44,1122.08,1273.04
2010,10,1171.58,218.71,1171.58,1343.22
2010,11,1198.89,218.8,1198.89,1370.19
2010,12,1241.53,219.18,1241.53,1393.95
2011,1,1282.62,220.22,1282.62,1361.68
2011,2,1321.12,221.31,1321.12,1373.81
2011,3,1304.49,223.47,1304.49,1422.62
2011,4,1331.51,224.91,1331.51,1481.87
2011,5,1338.31,225.96,1338.31,1511.01
2011,6,1287.29,225.72,1287.29,1528.0
2011,7,1325.19,225.92,1325.18,1577.13
2011,8,1185.31,226.55,1185.31,1758.49
2011,9,1173.88,226.89,1173.88,1762.19
2011,10,1207.22,226.42,1207.22,1669.91
2011,11,1226.42,226.23,1226.41,1742.59
2011,12,1243.32,225.67,1243.32,1641.97
2012,1,1300.58,226.67,1300.58,1660.2
2012,2,1352.49,227.66,1352.49,1743.84
2012,3,1389.24,229.39,1389.24,1675.66
2012,4,1386.43,230.09,1386.43,1650.59
2012,5,1341.27,229.82,1341.27,1588.28
2012,6,1323.48,229.48,1323.48,1600.69
2012,7,1359.78,229.1,1359.78,1592.52
2012,8,1403.45,230.38,1403.45,1629.92
2012,9,1443.42,231.41,1443.42,1748.81
2012,10,1437.82,231.32,1437.82,1747.73
2012,11,1394.51,230.22,1394.51,1721.32
2012,12,1422.29,229.6,1422.29,1684.38
2013,1,1480.4,230.28,1480.4,1670.45
2013,2,1512.31,232.17,1512.31,1627.47
2013,3,1550.83,232.77,1550.83,1591.51
2013,4,1570.7,232.53,1570.7,1484.63
2013,5,1639.84,232.95,1639.84,1416.62
2013,6,1618.77,233.5,1618.77,1342.14
2013,7,1668.68,233.6,1668.68,1285.8
2013,8,1670.09,233.88,1670.09,1352.67
2013,9,1687.17,234.15,1687.17,1345.99
2013,10,1720.03,233.55,1720.03,1316.83
2013,11,1783.54,233.07,1783.54,1275.1
2013,12,1807.78,233.05,1807.78,1225.01
2014,1,1822.36,233.92,1822.36,1244.06
2014,2,1817.04,234.78,1817.03,1300.98
2014,3,1863.52,236.29,1863.52,1336.43
2014,4,1864.26,237.07,1864.26,1298.42
2014,5,1889.77,237.9,1889.77,1287.54
2014,6,1947.09,238.34,1947.09,1282.16
2014,7,1973.1,238.25,1973.1,1310.64
2014,8,1961.53,237.85,1961.53,1295.06
2014,9,1993.23,238.03,1993.23,1235.13
2014,10,1937.27,237.43,1937.27,1222.93
2014,11,2044.57,236.15,2044.57,1176.18
2014,12,2054.27,234.81,2054.27,1200.17
2015,1,2028.18,233.71,2028.18,1252.92
2015,2,2082.2,234.72,2082.2,1224.91
2015,3,2079.99,236.12,2079.99,1177.77
2015,4,2094.86,236.6,2094.86,1199.83
2015,5,2111.94,237.81,2111.94,1198.22
2015,6,2099.29,238.64,2099.28,1180.78
2015,7,2094.14,238.65,2094.14,1128.11
2015,8,2039.87,238.32,2039.87,1118.73
2015,9,1944.41,237.95,1944.4,1123.82
2015,10,2024.81,237.84,2024.81,1159.86
2015,11,2080.62,237.34,2080.62,1084.01
2015,12,2054.08,236.53,2054.08,1069.95
2016,1,1918.6,236.92,1918.6,1097.64
2016,2,1904.42,237.11,1904.42,1201.41
2016,3,2021.95,238.13,2021.95,1244.88
2016,4,2075.54,239.26,2075.54,1242.54
2016,5,2065.55,240.23,2065.55,1259.59
2016,6,2083.89,241.02,2083.89,1276.75
2016,7,2148.9,240.63,2148.9,1337.21
2016,8,2170.95,240.85,2177.48,1337.96
2016,9,2157.69,241.43,2157.69,1325.11
2016,10,2143.02,241.73,2143.02,1263.98
2016,11,2164.99,241.35,2164.99,1235.96
2016,12,2246.63,241.43,2246.63,1151.4
2017,1,2275.12,242.84,2275.12,1193.19
2017,2,2329.91,243.6,2329.91,1234.54
2017,3,2366.82,243.8,2366.82,1230.38
2017,4,2359.31,244.52,2359.31,1268.65
2017,5,2395.35,244.73,2395.35,1243.76
2017,6,2433.99,244.96,2433.99,1260.06
2017,7,2454.1,244.79,2454.1,1235.96
2017,8,2456.22,245.52,2456.22,1283.8
2017,9,2492.84,246.82,2492.84,1313.94
2017,10,2557.0,246.66,2557.0,1279.25
2017,11,2593.61,246.67,2593.61,1280.69
2017,12,2664.34,246.52,2664.34,1265.57
2018,1,2789.8,247.87,2789.8,1330.68
2018,2,2705.16,248.99,2705.16,1330.06
2018,3,2702.77,249.55,2702.77,1324.24
2018,4,2653.63,250.55,2653.63,1335.34
2018,5,2701.49,251.59,2701.49,1302.62
2018,6,2754.35,251.99,2754.35,1280.02
2018,7,2793.64,252.01,2793.64,1236.02
2018,8,2857.82,252.15,2857.82,1199.95
2018,9,2901.5,252.44,2901.5,1196.71
2018,10,2785.46,252.89,2785.46,1213.97
2018,11,2723.23,252.04,2723.23,1219.24
2018,12,2567.31,251.23,2567.31,1253.05
2019,1,2607.39,251.71,2607.39,1290.86
2019,2,2754.86,252.78,2754.86,1318.45
2019,3,2803.98,254.2,2803.98,1298.53
2019,4,2903.8,255.55,2903.8,1284.79
2019,5,2854.71,256.09,2854.71,1283.37
2019,6,2890.17,256.14,2890.17,1359.67
2019,7,2996.11,256.57,2996.11,1413.3
2019,8,2897.5,256.56,2897.45,1502.04
2019,9,2982.16,256.76,2982.16,1507.42
2019,10,2977.68,257.35,2977.68,1493.33
2019,11,3104.9,257.21,3104.9,1470.0
2019,12,3176.75,256.97,3176.75,1480.85
2020,1,3278.2,257.97,3278.2,1559.93
2020,2,3277.31,258.68,3277.31,1595.62
2020,3,2652.39,258.12,2652.39,1594.65
2020,4,2761.98,256.39,2761.98,1694.98
2020,5,2919.62,256.39,2919.61,1718.69
2020,6,3104.66,257.8,3104.66,1735.92
2020,7,3207.62,259.1,3207.62,1847.54
2020,8,3391.71,259.92,3391.71,1966.24
2020,9,3365.52,260.28,3365.52,1920.28
2020,10,3418.7,260.39,3418.7,1900.25
2020,11,3548.99,260.23,3548.99,1866.08
2020,12,3695.31,260.47,3695.31,1859.3
2021,1,3793.75,261.58,3793.75,1865.18
2021,2,3883.43,263.01,3883.43,1805.53
2021,3,3910.51,264.88,3910.51,1719.52
2021,4,4141.18,267.05,4141.18,1759.76
2021,5,4167.85,269.2,4167.85,1850.65
2021,6,4238.49,271.7,4238.49,1834.12
2021,7,4363.71,273.0,4363.71,1805.5
2021,8,4454.21,273.57,4453.97,1785.23
2021,9,4445.54,274.31,4445.54,1775.9
2021,10,4460.71,276.59,4460.71,1776.4
2021,11,4667.39,277.95,4667.39,1819.5
2021,12,4674.77,278.8,4674.77,1791.05
2022,1,4573.82,281.15,4573.82,1816.64
2022,2,4435.98,283.72,4435.98,1857.74
2022,3,4391.27,287.5,4391.27,1950.67
2022,4,4391.3,289.11,4391.3,1933.93
2022,5,4040.36,292.3,4040.36,1845.94
2022,6,3898.95,296.31,3898.95,1834.55
2022,7,3911.73,296.28,3911.73,1729.8
2022,8,4158.56,296.17,4158.56,1762.48
2022,9,3850.52,296.81,3850.52,1678.61
2022,10,3726.05,298.01,3726.05,1665.84
2022,11,3917.49,297.71,3917.49,1726.05
2022,12,3912.38,296.8,3912.38,1797.11
2023,1,3960.66,299.17,3960.66,1899.83
2023,2,4079.68,300.84,4079.68,1853.24
2023,3,3968.56,301.84,3968.56,1912.96
2023,4,4121.47,303.36,4121.47,2001.05
2023,5,4146.17,304.13,4146.17,1993.42
2023,6,4345.37,305.11,4345.37,1941.65
2023,7,4508.08,305.69,4508.08,1950.76
2023,8,4457.36,307.03,4457.36,1917.56
2023,9,4409.1,307.79,4409.09,1912.41
2023,10,4269.4,307.67,4269.4,1915.57
2023,11,4460.06,307.05,4460.06,1985.37
2023,12,4685.05,306.75,4685.05,2031.67
2024,1,4815.61,308.42,4804.49,2028.04
2024,2,5011.96,310.33,5011.96,2025.21
2024,3,5170.57,312.33,5170.57,2161.87
2024,4,5112.49,313.55,5112.49,2332.59
2024,5,5235.23,314.07,5235.23,2349.63
2024,6,5415.14,314.18,5415.14,2326.08
2024,7,5538.0,314.54,5538.0,2393.34
2024,8,5478.21,314.72,5478.21,2467.25
2024,9,5520.07,314.81,5621.26,2572.87
2024,10,,,5792.32,2688.9
